001047 39.2518 7.7 30.7 47.7 72.7 78.7
001071 39.615 7.1 30.1 48.1 74.1 80.1005
001096 39.97378 7.6 30.6 48.6 74.6 81.6
001122 40.33234 7.2 31.2 49.2 76.2 83.2005
001148 40.67904 7.8 30.8 49.8 77.8 84.8
001174 41.01668 7.4 31.4 50.4 78.4 86.4
001202 41.36092 7.2 31.2 50.2 80.2 88.2
001230 41.68668 8 32 51 81 89.0005
001258 42.01582 7.8 31.8 50.8 82.8 90.8
001288 42.35936 7.8 31.8 51.8 83.8 92.8
001318 42.68804 7.8 32.8 51.8 85.8 94.8
001348 42.99008 7.8 32.8 52.8 86.8 95.8
001380 43.30788 7 33 53 88 97
001412 43.61456 7.2 33.2 53.2 90.2 99.2
001445 43.92354 7.495 33.5 53.5 90.5 101.5
001479 44.2184 6.9 33.9 53.9 91.9 102.9
001513 44.50644 6.3 33.3 54.3 94.3 104.3
001548 44.79282 6.8 33.8 54.8 94.8 105.8
001584 45.09128 6.4 34.4 55.4 96.4 108.4
001621 45.38446 7.1 34.1 55.1 98.1 109.1
001659 45.67338 6.9 33.9 55.9 98.9 111.9
001698 45.94898 6.8 34.8 55.8 100.8 113.8
001737 46.21926 6.7 34.7 56.7 101.7 116.7
001778 46.48234 6.8 34.8 56.8 103.8 117.8
001819 46.75768 5.9 34.9 56.9 104.9 119.9
001862 47.034 6.2 35.2 57.2 106.2 122.2
001905 47.3076 6.5 35.5 57.5 107.5 124.5
001949 47.57436 5.9 35.9 57.9 109.9 126.9005
001995 47.82678 5.5 35.5 58.5 110.5 130.5
002041 48.09202 6.1 36.1 59.1 112.1 131.1
002089 48.33404 5.9 35.9 58.9 112.9 132.9
002137 48.57276 5.7 36.7 59.7 114.7 134.7005
002187 48.83474 5.7 36.7 59.7 115.7 137.7
002238 49.0962 4.8 36.8 59.8 116.8 139.8
002290 49.34394 5 37 61 118 141.0005
002344 49.5885 4.4 36.4 60.4 118.4 144.4
002398 49.84544 4.8 36.8 60.8 120.8 146.8005
002454 50.0886 4.4 37.4 61.4 120.4 149.4005
002511 50.34142 4.1 37.1 62.1 121.1 152.1
002570 50.59654 4 38 62 122 153.0005
002630 50.8378 4 38 63 122 157
002691 51.097 3.1 38.1 63.1 122.1 161.1
002754 51.35974 3.4 38.4 63.4 122.4 163.4
002818 51.61928 2.8 37.8 63.8 122.8 165.8
002884 51.87224 3.4 38.4 64.4 122.4 167.401
002951 52.12662 3.1 38.1 64.1 123.1 172.1005
003019 52.37268 2.9 38.9 64.9 123.9 174.9
003090 52.64216 3 39 65 123 178
003162 52.91018 2.2 39.2 66.2 124.2 181.2005
003235 53.1825 2.5 39.5 66.5 124.5 185.5
003311 53.45192 2.1 39.1 66.1 124.1 188.1
003388 53.70104 1.8 39.8 66.8 123.8 190.8005
003467 53.95432 1.7 39.7 67.7 123.7 194.7005
003548 54.21364 0.8 39.8 67.8 124.8 196.8005
003630 54.47844 1 40 68 125 200
003715 54.7341 0.5 39.5 68.5 124.505 201.5005
003801 54.995 1.1 40.1 69.1 125.1 205.101
003890 55.23346 0 40 69 125 208.001
003981 55.49732 0.1 40.1 69.1 125.1 212.1005
004073 55.7713 -0.7 40.3 70.3 126.3 214.3005
004168 56.00656 -0.2 40.8 70.8 126.8 217.8005
004265 56.26892 -0.5 40.5 70.5 127.5 220.501
004365 56.52886 -1.5 40.5 71.5 127.5 222.5
004466 56.80002 -1.4 40.6 71.6 128.6 223.6005
004570 57.09592 -2 41 72 129 227.0005
004677 57.33422 -1.3 41.7 72.7 129.7 228.7
004786 57.59606 -2.4 41.6 72.6 129.6 226.6005
004897 57.86974 -3.3 41.7 73.7 130.7 227.7005
005011 58.13674 -2.9 42.1 74.1 131.1 224.1015
005128 58.40944 -3.2 41.8 73.8 130.805 223.801
005248 58.66234 -4.2 41.8 74.8 131.8 224.8005
005370 58.92106 -4 42 75 133 221.003
005495 59.19016 -4.5 42.5 75.5 132.5 224.5
005623 59.46094 -4.7 42.3 75.3 133.3 225.301
005754 59.72788 -5.6 42.4 76.4 133.4 228.4005
005888 60.00002 -6.2 42.8 76.8 134.8 226.801
006025 60.28358 -6.5 42.5 77.5 135.5 228.5015
006165 60.55812 -6.5 42.5 77.5 136.5 225.5015
006309 60.83202 -7.1 42.9 77.9 136.905 222.9015
006456 61.10452 -7.4 42.6 78.6 137.605 220.6025
006606 61.3968 -7.4 43.6 78.6 137.6 220.603
006760 61.68208 -8 43 80 139 224.0005
006918 61.96062 -8.2 43.8 79.8 140.8 226.8005
007079 62.24338 -9.1 43.9 80.9 140.9 226.9005
007244 62.52018 -8.605 43.4 80.4 141.405 229.4
007413 62.77884 -9.7 43.3 81.3 143.3 228.3
007585 63.04402 -9.5 43.5 81.5 143.505 226.5015
007762 63.34018 -9.8 44.2 82.2 144.2 226.2005
007943 63.6253 -9.7 44.3 82.3 145.3 228.3
008128 63.93128 -10.2 43.8 82.8 145.8 226.8015
008317 64.20652 -11.3 43.7 83.7 146.7 228.7
008511 64.46532 -11.9 44.1 84.1 148.1 228.1015
008709 64.72928 -12.1 43.9 84.9 148.9 225.9035
008912 65.02454 -11.8 44.2 85.2 149.2 227.2025
009120 65.3385 -13 44 86 150 226.0005
009332 65.63924 -13.8 44.2 86.2 151.2 228.2005
009549 65.9253 -14.1 44.9 86.9 152.9 226.901
009772 66.22146 -14.8 45.2 87.2 154.2 227.2005
010000 66.49856 -15 45 88 154 229.0005
010232 66.7864 -15.8 45.2 88.2 155.2 230.201
010471 67.09046 -15.9 45.1 89.1 157.1 231.1005
010715 67.38972 -16.5 45.5 89.5 157.5 229.5
010964 67.69984 -16.6 45.4 89.4 158.4 229.4005
011220 67.98234 -18 45 90 159 230.0015
011481 68.25438 -17.9 45.1 91.1 159.1 231.102
011748 68.55582 -18.2 45.8 90.8 159.805 227.804
012022 68.82272 -18.8 45.2 91.2 161.2 232.201
012302 69.11258 -19.8 45.2 92.2 162.2 231.201
012589 69.39164 -20.1 45.9 92.9 163.9 232.9005
012882 69.70944 -20.8 45.2 93.2 164.2 227.201
013182 69.99948 -21.8 45.2 94.2 166.2 222.2025
013489 70.29866 -23.1 45.9 94.9 166.9 225.901
013803 70.6283 -23.7 45.3 95.3 169.3 226.303
014125 70.9562 -24.5 45.5 95.5 170.5 226.5015
014454 71.26998 -24.6 45.4 96.4 172.4 226.4
014791 71.58804 -25.9 46.1 97.1 173.1 227.1
015135 71.97408 -26.5 45.5 97.5 174.5 227.5015
015488 72.32354 -27.2 45.8 98.8 176.8 230.8
015848 72.70326 -28.2 45.8 98.8 176.8 227.8015
016218 73.02374 -29.2 45.8 99.8 177.8 232.8
016595 73.28966 -29.5 45.5 100.5 179.5 234.5
016982 73.63764 -30.8 46.2 101.2 180.2 233.201
017378 73.982 -32.2 45.8 101.8 181.8 235.8005
017782 74.29586 -32.8 46.2 102.2 183.2 237.2005
018197 74.59632 -34.3 46.7 102.7 184.7 237.7
018620 74.86976 -35 46 103 186 237.0005
019054 75.15796 -35.6 46.4 104.4 187.4 236.4
019498 75.43376 -38.2 45.8 104.8 188.8 237.8005
019952 75.7298 -37.8 46.2 105.2 190.2 237.2005
