000100 6.38538 1 5 8 10 10
000102 6.50888 0.2 5.2 8.2 10.2 10.2
000104 6.63636 0.4 5.4 8.4 10.4 10.4
000107 6.82622 0.7 5.7 8.7 10.7 10.7
000109 6.95138 0.9 5.9 8.9 10.9 10.9
000112 7.1392 1.2 6.2 8.2 11.2 11.2
000114 7.26406 1.4 6.4 8.4 11.4 11.4
000117 7.452 0.7 5.7 8.7 11.7 11.7
000120 7.63186 1 6 9 12 12
000123 7.8118 1.3 6.3 9.3 12.3 12.3
000125 7.93214 1.5 6.5 9.5 12.5 12.5
000128 8.10906 0.8 6.8 9.8 12.8 12.8
000131 8.28498 1.1 7.1 10.1 13.1 13.1
000134 8.4601 1.4 7.4 10.4 13.4 13.4
000138 8.7043 1.8 6.8 10.8 13.8 13.8
000141 8.8912 2.1 7.1 10.1 14.1 14.1
000144 9.0755 1.4 7.4 10.4 14.4 14.4
000147 9.25612 1.7 7.7 10.7 14.7 14.7
000151 9.4907 2.1 8.1 11.1 14.1 15.1
000154 9.67028 2.4 8.4 11.4 14.4 15.4
000158 9.9053 1.8 8.8 11.8 14.8 15.8
000162 10.13852 2.2 8.2 12.2 15.2 16.2
000165 10.31572 2.5 8.5 12.5 15.5 16.5
000169 10.54944 2.9 8.9 12.9 15.9 16.9
000173 10.7838 2.3 9.3 12.3 16.3 17.3
000177 11.0161 2.7 9.7 12.7 16.7 17.7
000181 11.2475 3.1 9.1 13.1 17.1 18.1
000186 11.53292 2.6 9.6 13.6 17.6 18.6
000190 11.75752 3 10 14 18 19
000194 11.986 3.4 10.4 14.4 18.4 19.4
000199 12.27268 2.9 9.9 14.9 18.9 19.9
000204 12.5569 3.4 10.4 14.4 19.4 20.4
000208 12.78146 3.8 10.8 14.8 18.8 20.8
000213 13.06012 3.3 11.3 15.3 19.3 21.3
000218 13.33226 3.8 11.8 15.8 19.8 20.8
000223 13.60996 4.3 11.3 16.3 20.3 21.3
000229 13.94074 3.9 11.9 15.9 20.9 21.9
000234 14.21132 4.4 12.4 16.4 21.4 22.4
000239 14.48798 3.9 11.9 16.9 21.9 22.9
000245 14.81776 4.5 12.5 17.5 22.5 23.5
000251 15.14226 4.1 13.1 18.1 23.1 24.1
000257 15.46644 4.7 13.7 17.7 23.7 24.7
000263 15.79296 4.3 13.3 18.3 23.3 25.3
000269 16.1117 4.9 13.9 18.9 23.9 25.9
000275 16.42886 4.5 14.5 19.5 24.5 26.5
000281 16.74342 5.1 14.1 19.1 25.1 27.1
000288 17.09886 4.8 14.8 19.8 25.8 26.8
000295 17.45678 5.5 14.5 20.5 26.5 27.5
000301 17.76312 5.1 15.1 21.1 27.1 28.1
000309 18.17482 4.9 15.9 20.9 26.9 28.9
000316 18.52944 5.6 15.6 21.6 27.6 29.6
000323 18.8779 5.3 16.3 22.3 28.3 30.3
000331 19.26908 6.1 16.1 22.1 29.1 31.1
000338 19.61722 5.8 16.8 22.8 29.8 30.8
000346 20.0051 6.6 16.6 23.6 29.6 31.6
000354 20.38666 6.4 17.4 23.4 30.4 32.4
000363 20.81898 6.3 17.3 24.3 31.3 33.3
000371 21.19012 6.1 18.1 25.1 32.1 34.1
000380 21.59962 7 18 25 32 35
000389 22.0113 6.9 18.9 25.9 32.9 35.9
000398 22.42008 6.8 18.8 25.8 33.8 35.8
000407 22.815 6.7 19.7 26.7 34.7 36.7
000416 23.21674 6.6 19.6 27.6 34.6 37.6
000426 23.64748 6.6 19.6 27.6 35.6 38.6
000436 24.08046 7.6 20.6 28.6 36.6 38.6
000446 24.50128 7.6 20.6 28.6 37.6 39.6
000457 24.96326 7.7 20.7 29.7 37.7 40.7
000467 25.3745 7.7 21.7 29.7 38.7 41.7
000478 25.82388 7.8 21.8 29.8 38.8 41.8
000489 26.26132 7.9 21.9 30.9 39.9 42.9
000501 26.74536 8.1 22.1 31.1 41.1 44.1
000512 27.17146 8.2 23.2 32.2 41.2 45.2
000524 27.63498 8.4 23.4 32.4 42.4 45.4
000537 28.1283 8.7 23.7 32.7 43.7 46.7
000549 28.57658 7.9 23.9 33.9 43.9 46.9
000562 29.04386 8.2 24.2 34.2 45.2 48.2
000575 29.50858 8.5 24.5 34.5 45.5 49.5
000588 29.96978 8.8 24.8 35.8 46.8 49.8
000602 30.46098 9.2 25.2 36.2 47.2 50.2005
000616 30.93948 8.6 25.6 36.6 48.6 51.6
000630 31.40534 9 26 37 49 53
000645 31.88476 9.5 26.5 37.5 50.5 54.5
000660 32.36264 9 27 38 51 55
000676 32.86324 9.6 27.6 38.6 52.6 55.6005
000691 33.32398 9.1 27.1 40.1 53.1 57.1
000707 33.80152 9.7 27.7 40.7 53.7 57.7
000724 34.28538 9.4 28.4 40.4 55.4 59.4
000741 34.7624 9.1 28.1 41.1 56.1 60.1
000758 35.23442 9.8 28.8 41.8 56.8 61.8
000776 35.7194 9.6 28.6 42.6 58.6 62.6
000794 36.18678 9.4 29.4 43.4 59.4 63.4005
000812 36.63842 10.2 29.2 44.2 60.2 65.2
000831 37.1108 10.1 30.1 44.1 61.1 66.1
000851 37.58528 10.1 30.1 45.1 62.1 67.1
000870 38.03012 10 31 46 64 69
000891 38.501 10.1 31.1 46.1 65.1 70.1
000912 38.9529 10.2 31.2 47.2 66.2 71.2
000933 39.39474 10.3 31.3 47.3 67.3 72.3
000954 39.82104 10.4 31.4 47.4 68.4 73.4
000977 40.27202 9.7 31.7 48.7 69.7 74.7005
001000 40.70626 10 32 49 70 77
001023 41.12928 10.3 32.3 49.3 71.3 77.3005
