000100 6.28774 0 5 8 10 10
000102 6.4034 0.2 5.2 8.2 10.2 10.2
000104 6.5263 0.4 5.4 8.4 10.4 10.4
000107 6.7005 -0.3 5.7 8.7 10.7 10.7
000109 6.80692 -0.1 5.9 7.9 10.9 10.9
000112 6.98312 0.2 5.2 8.2 11.2 11.2
000114 7.09916 0.4 5.4 8.4 11.4 11.4
000117 7.27406 -0.3 5.7 8.7 11.7 11.7
000120 7.45022 0 6 9 12 12
000123 7.6204 0.3 6.3 9.3 12.3 12.3
000125 7.73646 0.5 6.5 9.5 12.5 12.5
000128 7.91092 0.8 6.8 9.8 12.8 12.8
000131 8.08734 0.1 7.1 10.1 13.1 13.1
000134 8.2537 0.4 6.4 10.4 13.4 13.4
000138 8.48814 0.8 6.8 10.8 13.8 13.8
000141 8.6619 1.1 7.1 10.1 14.1 14.1
000144 8.82556 0.4 7.4 10.4 14.4 14.4
000147 8.9979 0.7 7.7 10.7 14.7 14.7
000151 9.216 1.1 7.1 11.1 15.1 15.1
000154 9.37742 0.4 7.4 11.4 15.4 15.4
000158 9.60394 0.8 7.8 11.8 14.8 15.8
000162 9.81828 1.2 8.2 12.2 15.2 16.2
000165 9.97462 0.5 8.5 12.5 15.5 16.5
000169 10.18534 0.9 7.9 11.9 15.9 16.9
000173 10.4039 1.3 8.3 12.3 16.3 17.3
000177 10.61856 0.7 8.7 12.7 16.7 17.7
000181 10.8296 1.1 9.1 13.1 17.1 18.1
000186 11.09268 1.6 9.6 13.6 17.6 18.6
000190 11.29928 1 9 14 18 19
000194 11.51434 1.4 9.4 13.4 18.4 19.4
000199 11.7789 0.9 9.9 13.9 18.9 19.9
000204 12.0415 1.4 10.4 14.4 19.4 20.4
000208 12.24892 1.8 9.8 14.8 18.8 20.8
000213 12.50598 1.3 10.3 15.3 19.3 20.3
000218 12.7633 1.8 10.8 15.8 19.8 20.8
000223 13.01512 1.3 10.3 15.3 20.3 21.3
000229 13.31408 1.9 10.9 15.9 20.9 21.9
000234 13.56368 1.4 11.4 16.4 21.4 22.4
000239 13.80734 1.9 11.9 16.9 21.9 22.9
000245 14.1044 1.5 11.5 16.5 22.5 23.5
000251 14.39698 2.1 12.1 17.1 23.1 24.1
000257 14.69046 1.7 11.7 17.7 22.7 24.7
000263 14.98106 2.3 12.3 18.3 23.3 25.3
000269 15.26582 1.9 12.9 17.9 23.9 25.9
000275 15.54574 2.5 12.5 18.5 24.5 25.5
000281 15.82358 2.1 13.1 19.1 25.1 26.1
000288 16.1425 2.8 13.8 19.8 25.8 26.8
000295 16.45714 2.5 13.5 19.5 26.5 27.5
000301 16.7253 2.1 14.1 20.1 26.1 28.1
000309 17.07656 2.9 13.9 20.9 26.9 28.9
000316 17.38132 2.6 14.6 20.6 27.6 29.6
000323 17.68346 2.3 14.3 21.3 28.3 30.3
000331 18.03066 2.1 15.1 22.1 29.1 30.1
000338 18.32568 2.8 14.8 21.8 29.8 30.8
000346 18.66128 2.6 15.6 22.6 29.6 31.6
000354 18.99668 2.4 15.4 23.4 30.4 32.4
000363 19.36888 2.3 16.3 23.3 31.3 33.3
000371 19.6935 3.1 16.1 24.1 32.1 33.1005
000380 20.0549 3 16 24 32 34
000389 20.41258 2.9 16.9 24.9 32.9 34.9
000398 20.75742 2.8 16.8 24.8 33.8 35.8
000407 21.09962 2.7 16.7 25.7 33.7 36.7
000416 21.4403 3.6 17.6 25.6 34.6 36.6
000426 21.80414 3.6 17.6 26.6 35.6 37.6
000436 22.1623 3.6 17.6 26.6 36.6 38.6
000446 22.5182 3.6 18.6 27.6 36.6 39.6
000457 22.90146 2.7 18.7 27.7 37.7 39.7
000467 23.24822 3.7 18.7 28.7 38.7 40.7
000478 23.62412 3.8 18.8 28.8 38.8 41.8
000489 23.98656 3.9 18.9 28.9 39.9 42.9
000501 24.37324 3.1 19.1 30.1 40.105 43.1
000512 24.7252 3.2 19.2 30.2 41.2 44.2
000524 25.10412 3.4 19.4 30.4 42.4 45.4
000537 25.509 3.7 19.7 31.7 42.7 45.7
000549 25.8676 3.9 20.9 31.9 43.9 46.9
000562 26.24398 3.2 20.2 32.2 44.2 47.2
000575 26.60962 3.5 20.5 32.5 45.5 48.5
000588 26.97004 3.8 20.8 32.8 45.8 49.8
000602 27.34732 4.2 21.2 34.2 47.2 50.2005
000616 27.72612 3.6 21.6 34.6 47.6 51.6
000630 28.09212 4 22 35 49 53
